cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total
Contagem,499,5,3,0,10,0,0,4354,7848,1213,81,13496
Santo André,83,1,4,2,5,0,0,4047,5789,779,16,10631
Londrina,238,1,3,2,14,1,1,365,3610,916,164,5055
Ananindeua,52,4,4,1,2,0,1,2852,4897,1900,91,9740
São Paulo,110,5,4,3,17,1,1,4052,2447,140,194,6833
João Pessoa,347,4,3,1,16,0,1,3785,4740,1915,134,10574
Contagem,185,4,2,1,9,1,0,2157,8244,1275,190,11866
Ribeirão Preto,305,2,1,1,10,1,1,4236,3848,463,121,8668
Goiânia,184,4,3,4,10,0,1,1274,9482,1503,34,12293
Porto Alegre,471,4,4,1,8,1,1,3297,7445,189,61,10992
Teresina,374,3,4,2,15,0,1,784,9412,1293,148,11637
Londrina,374,3,2,3,15,1,0,1453,2155,22,95,3725
Macapá,109,3,1,2,5,0,1,4857,512,70,106,5545
Belém,101,1,3,1,9,1,1,1191,697,487,74,2449
São José dos Campos,475,3,4,2,4,1,0,2190,2803,660,69,5722
Aracaju,493,3,4,4,10,1,0,866,7163,1168,87,9284
Montes Claros,54,1,2,1,3,1,1,1740,2591,420,60,4811
São Gonçalo,127,2,2,0,0,0,1,4782,1789,5,172,6748
Jundiaí,281,2,2,4,8,1,0,1791,7944,48,150,9933
Vila Velha,414,5,3,4,5,0,0,4902,8829,53,154,13938
Fortaleza,139,1,2,0,17,1,0,2295,3251,1090,171,6807
Mogi das Cruzes,469,3,4,2,19,0,0,4401,7606,252,117,12376
Niterói,412,4,3,1,9,1,1,744,4832,296,60,5932
Porto Velho,93,3,1,1,4,1,1,2666,1311,90,189,4256
Feira de Santana,186,5,4,1,6,1,0,918,5750,679,112,7459
Osasco,183,5,3,2,7,1,1,3790,8148,227,194,12359
Cuiabá,330,4,4,0,9,1,0,3736,6665,841,151,11393
Aracaju,480,2,3,2,6,0,1,2371,1048,107,178,3704
Caxias do Sul,360,1,4,0,14,1,0,3506,1262,1444,145,6357
Osasco,303,4,3,2,13,0,1,406,9721,829,79,11035
Niterói,270,5,2,3,15,1,0,3655,2527,70,132,6384
Contagem,427,1,4,1,15,1,1,4263,5705,1445,173,11586
Teresina,371,2,4,0,8,0,0,1578,9729,1742,76,13125
Boa Vista,87,4,4,4,13,0,0,3368,1463,1944,175,6950
Feira de Santana,450,5,1,0,10,0,0,4212,7894,406,86,12598
São Luís,143,1,2,3,13,1,0,28,2916,888,94,3926
Porto Velho,427,2,2,2,9,1,1,718,5174,541,117,6550
Fortaleza,354,4,1,2,13,0,1,3878,4475,1800,48,10201
Curitiba,243,3,2,4,5,0,0,690,5198,1365,53,7306
Maceió,440,5,4,2,13,1,0,455,2363,157,137,3112
Brasília,305,1,4,3,17,1,0,944,3495,1619,189,6247
Vila Velha,81,3,4,0,7,0,1,3804,1357,256,33,5450
Ananindeua,98,1,1,4,7,0,1,1055,8013,1312,63,10443
Porto Alegre,493,4,1,4,9,1,0,4002,5698,1771,193,11664
Vitória,432,3,1,0,17,1,0,30,3933,1794,186,5943
Montes Claros,247,5,1,4,0,1,1,4160,3845,1500,136,9641
Maceió,278,1,3,4,14,1,0,638,5238,693,189,6758
São Luís,75,5,1,2,2,0,1,3381,3134,1503,57,8075
São Gonçalo,128,2,4,0,6,0,1,2634,1991,933,30,5588
Natal,97,1,2,0,17,0,1,1729,1591,84,164,3568
Jundiaí,413,2,3,0,6,1,1,1835,7384,874,180,10273
Ribeirão Preto,375,5,1,4,15,1,1,2991,4112,407,43,7553
Osasco,342,3,1,0,17,1,1,1603,6147,289,42,8081
Florianópolis,302,4,1,0,19,1,0,2768,3570,1215,80,7633
Porto Velho,394,1,3,4,19,1,0,1819,4350,1270,195,7634
Joinville,110,2,1,4,0,1,1,1693,4241,214,77,6225
Florianópolis,470,1,3,3,1,1,1,321,8407,1546,109,10383
Manaus,394,4,1,0,13,1,0,1550,4519,354,150,6573
Santo André,57,5,1,4,5,1,1,3811,2345,1894,105,8155
Campo Grande,400,1,2,0,10,0,0,3836,8843,1273,159,14111
Brasília,453,2,1,4,19,0,1,960,8402,546,120,10028
Recife,232,4,1,4,9,1,1,1156,4573,572,88,6389
Fortaleza,60,1,4,0,17,0,0,1953,517,247,186,2903
Recife,442,5,3,4,11,1,0,4093,3817,818,25,8753
Macapá,198,5,3,3,16,1,0,2577,3088,1036,10,6711
Campinas,220,1,1,2,9,1,0,3037,8204,1234,158,12633
Maceió,96,4,4,2,1,0,0,4458,5927,845,70,11300
João Pessoa,171,5,3,2,15,0,0,560,6285,793,99,7737
Aparecida de Goiânia,276,4,1,0,17,0,1,1727,4241,394,92,6454
São Gonçalo,406,2,4,0,1,0,1,2549,4011,1343,80,7983
Caxias do Sul,146,1,4,3,19,1,1,927,7074,1661,90,9752
Porto Alegre,202,1,4,4,13,1,1,4409,6381,1943,111,12844
Campo Grande,432,4,2,4,10,0,1,1517,3276,1112,157,6062
Vitória,197,2,1,4,3,1,0,4271,684,1048,84,6087
Barueri,279,1,4,4,7,0,1,1541,4161,451,78,6231
Vitória,287,2,2,3,18,1,0,1657,745,295,25,2722
Rio de Janeiro,384,3,2,4,13,1,1,1575,4165,1225,52,7017
São Luís,461,1,3,3,15,0,0,3390,6128,849,118,10485
Recife,228,5,4,1,1,1,1,878,6547,701,116,8242
Teresina,445,3,1,4,14,1,0,2518,2220,1808,125,6671
Osasco,450,2,1,2,11,1,1,75,7731,1913,156,9875
Brasília,130,5,3,1,14,0,0,4872,5469,875,80,11296
Ananindeua,461,3,4,3,16,0,0,317,5187,1402,37,6943
Duque de Caxias,275,4,4,0,7,1,1,117,7629,1405,166,9317
Campo Grande,391,2,2,3,18,1,1,57,5656,409,124,6246
Ananindeua,53,1,2,2,11,1,0,4824,1745,227,189,6985
Ananindeua,281,2,4,4,18,1,1,604,3207,1019,147,4977
Campo Grande,467,2,1,2,3,0,1,2222,3680,998,42,6942
Betim,400,1,2,1,17,0,1,2343,9911,82,96,12432
Niterói,159,1,2,4,2,0,0,4038,9577,1612,69,15296
Sorocaba,386,1,1,3,6,0,1,4701,4479,1788,148,11116
Ribeirão Preto,416,2,3,2,12,0,0,818,887,769,59,2533
Vitória,30,3,2,1,13,1,0,1980,2757,1023,41,5801
Cuiabá,36,4,3,3,19,0,0,1447,852,958,99,3356
Maceió,370,5,2,2,1,0,0,1286,1314,453,90,3143
Uberlândia,123,2,4,2,8,1,1,1077,4398,1517,143,7135
Belo Horizonte,164,4,4,3,1,0,1,1931,8474,1581,77,12063
João Pessoa,202,4,1,4,10,0,1,3551,6044,809,127,10531
Mogi das Cruzes,451,3,3,4,17,0,0,4817,2247,759,50,7873
Fortaleza,113,5,3,0,6,0,1,4182,6930,951,11,12074
Cuiabá,147,4,3,4,5,0,0,4108,4083,1941,152,10284
São Gonçalo,315,5,1,0,0,1,0,987,962,1321,183,3453
Uberlândia,64,5,1,4,5,1,1,4583,9580,818,16,14997
São Paulo,29,2,4,1,0,0,1,3361,8986,1655,131,14133
Porto Alegre,325,2,1,4,17,1,0,669,7887,1851,80,10487
Cuiabá,68,4,4,0,12,1,1,2825,7551,1374,185,11935
Maringá,26,2,3,1,17,0,0,1094,5491,953,168,7706
Teresina,249,5,1,3,11,0,1,1426,4403,1897,58,7784
Cuiabá,253,1,1,4,7,1,1,203,3330,121,118,3772
Londrina,337,1,4,4,6,1,0,4755,6636,868,11,12270
João Pessoa,208,3,3,0,2,0,0,3921,1633,1664,195,7413
Maringá,315,1,2,1,4,1,1,4130,7978,438,53,12599
Porto Alegre,83,4,1,0,8,0,1,1354,1042,1190,192,3778
Teresina,321,5,1,1,15,0,1,4,9986,433,84,10507
Goiânia,235,4,1,4,0,1,0,53,5362,1064,188,6667
Uberlândia,460,2,4,4,6,1,0,2739,1783,1868,109,6499
Feira de Santana,165,3,3,2,7,1,0,3262,1570,811,155,5798
São José dos Campos,215,2,1,1,17,0,1,1463,5529,1619,131,8742
Porto Velho,39,1,3,3,15,0,0,2243,7920,958,36,11157
Ribeirão Preto,126,2,1,0,12,1,1,951,2127,1160,182,4420
São Gonçalo,492,1,4,2,15,0,1,4538,6405,539,43,11525
Brasília,183,4,3,3,4,0,0,2127,6457,643,83,9310
Goiânia,351,5,1,3,9,1,1,4189,5909,1331,79,11508
João Pessoa,444,4,1,2,6,0,0,215,5914,1079,117,7325
São Gonçalo,246,1,4,2,10,1,1,2898,8196,284,77,11455
Osasco,340,4,3,3,11,0,1,4685,3763,1219,83,9750
Boa Vista,119,1,1,4,15,0,0,1666,3315,1864,138,6983
Serra,270,5,1,1,0,0,0,3107,2437,951,37,6532
Uberlândia,206,4,4,1,9,1,1,4410,8152,1445,89,14096
Santo André,148,2,1,3,14,0,1,1266,2651,737,137,4791
Mogi das Cruzes,38,1,3,4,15,0,1,2747,5394,444,104,8689
João Pessoa,375,1,3,4,1,1,1,1294,922,876,145,3237
Fortaleza,103,4,4,3,1,0,1,2566,922,925,69,4482
Curitiba,43,5,2,2,12,1,0,2151,3694,423,83,6351
Macapá,233,5,2,3,4,0,1,2122,5618,1454,180,9374
Barueri,300,3,1,0,8,0,0,1952,4497,1573,89,8111
Jundiaí,260,1,3,1,19,1,0,4751,3748,851,162,9512
Rio de Janeiro,381,4,3,1,18,0,1,1713,4314,1140,81,7248
Porto Alegre,441,3,3,1,17,1,1,2691,2785,1585,77,7138
João Pessoa,473,1,1,4,17,0,1,4918,6779,272,40,12009
Serra,267,5,4,1,11,1,0,4692,869,1268,102,6931
Ribeirão Preto,329,3,2,0,19,0,1,4718,6320,278,69,11385
Cuiabá,337,2,3,1,5,0,0,2757,7903,1882,170,12712
Ananindeua,349,1,3,1,12,1,0,1020,8930,1425,23,11398
Macapá,113,2,3,0,19,0,0,1149,8821,887,197,11054
Santo André,477,4,4,4,12,0,0,25,2514,1856,31,4426
Belém,294,4,3,2,8,0,0,3264,4923,658,198,9043
Macapá,319,1,3,0,12,0,0,3631,983,399,108,5121
Serra,481,1,1,4,11,1,0,2378,1724,1055,39,5196
Macapá,127,1,3,3,0,1,1,1571,2658,1727,196,6152
Santo André,40,1,1,0,5,1,0,4908,4185,220,53,9366
Feira de Santana,161,3,4,2,8,1,1,4019,695,523,197,5434
Uberlândia,132,3,3,2,8,0,0,2488,8373,91,25,10977
Natal,350,5,2,3,7,1,1,3038,5295,1846,195,10374
Maceió,409,4,4,0,13,1,0,3756,4742,729,77,9304
Recife,155,5,2,2,5,0,1,3804,770,654,91,5319
Duque de Caxias,322,2,1,0,10,0,1,2792,1528,698,33,5051
Aparecida de Goiânia,141,1,3,4,1,1,0,4965,7226,606,124,12921
Serra,80,5,2,1,1,1,1,1100,3899,1721,91,6811
Contagem,482,4,4,4,15,0,0,1030,9503,269,63,10865
São José dos Campos,257,2,1,0,5,1,1,3802,2772,1605,43,8222
Belo Horizonte,472,4,3,0,17,0,1,4267,8233,541,108,13149
Macapá,71,1,2,2,3,0,0,3460,5953,1435,182,11030
Vila Velha,424,1,2,3,19,1,0,4852,8881,742,123,14598
Campo Grande,190,1,4,4,17,0,1,2878,1715,1300,143,6036
Santo André,125,4,3,2,18,1,0,1360,2207,717,174,4458
São Gonçalo,28,2,1,2,0,1,1,855,633,660,44,2192
São Gonçalo,98,5,3,4,5,0,1,678,5277,1909,138,8002
Ananindeua,75,1,4,4,14,0,1,3451,6667,475,89,10682
Maceió,126,4,4,4,11,1,0,3049,3865,1309,34,8257
Mogi das Cruzes,412,1,1,3,0,1,0,1555,1386,1356,140,4437
Mogi das Cruzes,38,3,2,4,10,0,1,2047,8742,381,38,11208
Caxias do Sul,99,4,4,2,16,0,1,350,1308,1167,127,2952
Barueri,179,1,2,1,15,1,0,3527,8887,1425,44,13883
Piracicaba,214,5,1,4,10,1,0,1676,8435,680,10,10801
Salvador,264,2,4,0,16,0,0,4629,8345,825,37,13836
Florianópolis,72,2,4,1,7,1,0,1956,3578,803,59,6396
Fortaleza,38,3,3,0,4,0,0,3153,9592,552,99,13396
Florianópolis,468,4,3,1,6,0,1,4007,5758,199,57,10021
Goiânia,155,4,3,3,5,0,1,52,9100,1325,84,10561
Aparecida de Goiânia,152,1,1,0,10,1,1,2439,556,1265,29,4289
João Pessoa,238,3,4,1,7,0,0,2211,2331,1967,58,6567
Caxias do Sul,322,1,1,3,15,1,1,4382,5849,953,43,11227
Campinas,302,5,1,1,9,1,0,4686,2587,178,187,7638
Caxias do Sul,216,5,4,3,1,0,1,1693,5543,1451,113,8800
Aparecida de Goiânia,274,3,4,0,0,0,1,3244,1378,1880,42,6544
Maringá,494,2,4,2,15,1,0,4350,4712,1402,77,10541
São Paulo,300,2,1,0,5,0,1,4227,6953,1750,131,13061
Contagem,110,3,3,2,1,1,1,2031,2847,126,189,5193
Fortaleza,263,1,4,1,12,0,1,2973,2365,1870,78,7286
Contagem,126,1,2,2,16,0,1,981,3533,215,152,4881
Florianópolis,264,4,1,1,11,1,0,4852,4704,1889,102,11547
João Pessoa,326,2,2,1,13,0,0,1395,7116,844,35,9390
Campo Grande,442,2,2,0,1,0,0,4267,8345,187,167,12966
Aracaju,38,4,2,3,14,0,0,2173,2937,1607,151,6868
São Paulo,469,2,1,3,16,1,1,2030,6837,1815,26,10708
Joinville,85,2,4,3,15,0,0,458,6887,607,133,8085
Manaus,314,5,1,2,10,1,1,2522,832,137,151,3642
Aracaju,191,1,2,3,12,0,1,1771,5591,1340,57,8759
Aracaju,360,4,3,3,11,1,1,618,1347,525,184,2674
Belém,154,1,3,4,0,0,0,2187,8744,1574,70,12575
Montes Claros,209,2,2,0,6,1,1,973,9315,92,45,10425
Contagem,343,3,3,4,14,0,1,2761,5599,1400,89,9849
Macapá,106,1,4,4,17,1,1,3360,9788,198,190,13536
Duque de Caxias,494,2,3,2,15,1,0,4434,1913,1435,176,7958
Piracicaba,50,4,4,0,14,1,1,348,4640,136,64,5188
Florianópolis,199,4,2,0,7,1,1,1799,3102,1415,25,6341
Santo André,426,4,3,0,14,1,1,4922,1385,88,13,6408
Serra,90,4,2,3,4,0,0,2520,6906,1100,94,10620
Ribeirão Preto,233,4,4,1,13,1,1,98,1206,537,15,1856
Belo Horizonte,354,4,4,2,3,1,0,3806,3674,1342,169,8991
Betim,170,3,2,2,4,1,1,699,7588,246,55,8588
Feira de Santana,36,1,2,4,18,1,0,4435,5053,1486,34,11008
Ananindeua,158,3,1,3,3,0,1,1703,4375,1029,104,7211
Florianópolis,75,5,2,4,13,0,1,3871,1721,1677,11,7280
Maceió,234,5,3,0,13,1,0,3545,7235,1431,68,12279
Mogi das Cruzes,55,5,3,4,17,0,0,1064,4947,1265,153,7429
Recife,428,4,2,2,8,0,1,2829,6041,642,142,9654
Jaboatão dos Guararapes,434,5,4,0,2,0,0,1775,7499,1333,113,10720
Caxias do Sul,313,1,4,1,9,0,1,3310,1147,553,199,5209
Mogi das Cruzes,379,5,3,3,6,1,0,843,3495,1429,128,5895
São José dos Campos,203,1,3,0,5,0,1,4575,8896,663,18,14152
Porto Alegre,187,1,4,0,9,0,1,1529,7185,801,142,9657
João Pessoa,485,5,3,3,2,0,1,3625,1574,977,29,6205
Belo Horizonte,189,5,1,4,7,0,1,4159,6387,1735,162,12443
Vitória,44,1,2,3,13,1,0,3008,6354,285,118,9765
Aparecida de Goiânia,454,4,1,1,9,1,1,2110,8372,1700,191,12373
Rio de Janeiro,115,3,1,3,13,1,0,953,5268,1130,36,7387
Boa Vista,330,4,4,0,7,0,1,2905,9301,1307,74,13587
Ananindeua,313,4,1,4,17,1,1,4997,3373,309,59,8738
Barueri,185,2,4,3,15,0,1,1902,8934,25,116,10977
Maceió,87,2,3,2,1,1,0,793,8320,317,82,9512
São José dos Campos,452,3,1,3,4,1,0,3081,3105,942,110,7238
Natal,163,5,1,1,13,1,1,288,4211,978,163,5640
Teresina,128,5,4,2,11,1,0,922,6115,1504,88,8629
Manaus,76,5,3,1,8,0,0,1944,2868,1935,189,6936
Teresina,56,3,3,2,16,0,1,2918,8289,1588,43,12838
Vitória,244,3,2,4,17,1,0,4153,3273,1289,142,8857
Cuiabá,303,5,4,4,11,0,1,1509,5714,538,25,7786
Curitiba,431,4,3,4,10,1,1,2262,4872,1529,68,8731
Rio de Janeiro,23,5,1,1,3,1,1,3144,6483,426,140,10193
Jaboatão dos Guararapes,492,5,3,0,14,1,0,3469,1767,878,73,6187
Porto Alegre,68,3,3,2,17,1,0,2785,1349,1291,83,5508
Natal,99,3,2,3,18,1,0,3073,980,1108,176,5337
Belém,34,2,2,1,7,1,1,834,3234,284,170,4522
Porto Velho,388,1,4,4,18,1,1,3154,786,604,109,4653
Piracicaba,295,1,3,4,10,1,0,4889,6860,1876,47,13672
Recife,372,5,4,4,14,0,0,4875,5004,1659,121,11659
Londrina,211,3,2,4,8,1,0,4901,3184,101,183,8369
Porto Alegre,38,5,1,2,1,1,1,1423,1660,1391,41,4515
Belém,460,2,3,4,9,1,0,3274,7554,1778,140,12746
Porto Alegre,164,3,2,2,12,0,0,1423,4491,82,86,6082
Serra,351,2,4,4,0,1,0,1730,3035,918,163,5846
Maringá,151,4,1,1,11,1,0,2097,9649,1354,77,13177
Aparecida de Goiânia,326,1,3,1,2,0,1,1136,6780,897,189,9002
Guarulhos,228,4,1,0,0,1,0,3901,2660,848,79,7488
Contagem,100,3,1,4,19,1,1,4126,877,1194,157,6354
São Gonçalo,283,3,1,0,12,0,1,1149,8380,1832,76,11437
Florianópolis,50,3,1,3,17,0,1,3487,5916,1490,31,10924
Mogi das Cruzes,230,1,4,3,12,0,1,2586,9942,1899,191,14618
Macapá,438,5,2,2,10,1,0,2599,8798,223,68,11688
Belo Horizonte,289,5,2,0,16,1,1,4044,2589,1270,75,7978
Boa Vista,460,1,3,3,2,0,0,1786,5655,800,56,8297
São Gonçalo,453,1,2,0,9,1,0,350,1597,1536,112,3595
Jundiaí,91,3,4,1,17,0,1,589,9659,1958,159,12365
Sorocaba,125,2,1,1,6,1,0,4356,8374,1121,162,14013
Serra,268,4,2,3,18,0,1,365,6056,1792,140,8353
Jundiaí,260,3,3,0,18,1,1,3922,981,35,173,5111
São José dos Campos,22,4,4,0,8,1,1,3502,9359,248,180,13289
Niterói,143,1,3,4,2,0,0,1419,2446,701,140,4706
Goiânia,365,4,4,1,10,0,1,3049,8449,1824,167,13489
Recife,475,3,3,0,7,1,1,4831,1376,273,119,6599
Porto Velho,232,5,2,2,2,1,1,647,1236,1629,81,3593
Uberlândia,109,1,2,0,8,0,1,1026,3369,1787,149,6331
Boa Vista,199,4,2,0,0,1,1,3987,6238,625,41,10891
Piracicaba,111,4,3,2,2,1,1,451,5371,767,194,6783
Barueri,308,4,2,1,15,0,0,2574,4930,1127,63,8694
Piracicaba,186,2,3,2,0,0,1,2927,2635,1891,87,7540
Ribeirão Preto,106,4,4,3,3,1,1,4358,9549,547,41,14495
Fortaleza,331,2,1,1,16,1,0,4368,1979,1705,37,8089
Mogi das Cruzes,345,1,4,1,0,0,1,1879,3996,236,120,6231
Joinville,119,3,4,4,2,1,1,717,4090,1734,61,6602
Osasco,47,4,2,3,6,1,1,4611,4902,1322,77,10912
Niterói,392,1,1,1,3,1,0,1943,5915,720,46,8624
João Pessoa,114,2,2,4,2,0,0,1356,9321,1159,22,11858
Florianópolis,278,3,3,3,6,1,1,2711,8448,1563,98,12820
Montes Claros,141,4,2,1,0,1,1,2327,3164,1837,51,7379
Manaus,234,1,4,2,15,0,1,4434,8601,1157,192,14384
Santo André,280,4,3,3,9,0,1,2902,7479,135,101,10617
São José dos Campos,54,1,4,3,7,1,0,3364,6245,1622,113,11344
João Pessoa,449,3,1,4,10,0,1,1949,1925,1401,184,5459
Serra,468,3,4,3,4,0,1,4650,2843,290,195,7978
Niterói,55,3,4,2,5,1,0,1557,7196,1018,105,9876
Montes Claros,32,2,2,1,6,0,0,1969,4874,170,159,7172
Vitória,33,4,3,0,17,1,0,857,4540,1891,122,7410
Montes Claros,193,1,3,1,7,1,1,596,2668,217,128,3609
Osasco,375,5,1,1,4,1,0,4573,5954,616,40,11183
Brasília,246,1,2,4,8,1,0,4656,6854,128,189,11827
Manaus,126,1,3,3,16,1,0,2752,2311,1191,97,6351
Belo Horizonte,491,2,3,2,17,0,0,4868,9200,335,133,14536
Manaus,394,2,3,3,16,0,1,4328,3663,327,122,8440
Curitiba,347,2,4,4,16,0,0,1660,8142,1981,128,11911
São Luís,22,3,1,1,2,1,1,1379,5706,220,70,7375
São Paulo,362,1,4,4,10,1,1,274,529,608,60,1471
Manaus,105,4,4,0,16,1,0,3307,1715,1223,196,6441
Recife,65,3,2,1,7,1,0,4290,3509,1087,12,8898
Mogi das Cruzes,449,3,3,4,8,1,0,3339,3568,1757,27,8691
João Pessoa,348,5,1,1,5,1,0,1016,7406,525,104,9051
Vila Velha,184,4,4,0,18,1,0,1204,8642,1847,36,11729
Londrina,57,5,4,4,11,0,0,2491,3315,667,64,6537
Maringá,460,2,1,0,5,1,0,3623,8992,178,166,12959
Aparecida de Goiânia,340,5,3,1,8,1,1,3079,5724,1072,49,9924
João Pessoa,357,3,1,2,9,0,1,2161,7144,1035,137,10477
Caxias do Sul,220,1,4,0,9,1,1,4959,1067,1510,24,7560
Vila Velha,482,1,1,3,19,1,1,3323,6050,1782,118,11273
Piracicaba,110,1,2,4,5,1,1,2681,2457,802,112,6052
Brasília,92,1,2,1,15,0,1,2428,8388,1648,64,12528
Sorocaba,470,5,2,0,12,1,0,698,5211,1068,93,7070
Maringá,303,5,1,3,18,1,0,3888,6466,1437,198,11989
Jundiaí,347,2,2,1,11,1,0,2470,2585,581,63,5699
Maringá,117,4,1,4,1,0,1,3789,2479,1170,34,7472
Santo André,307,5,1,4,18,1,0,4298,7752,548,182,12780
Uberlândia,329,3,4,2,19,0,0,3473,3183,1258,33,7947
Rio de Janeiro,452,2,4,1,13,1,1,2003,8457,598,39,11097
Campinas,289,2,3,0,16,1,0,65,7239,1315,45,8664
Macapá,414,1,3,2,12,0,1,1857,1900,768,76,4601
Feira de Santana,447,2,2,4,9,1,0,4082,3736,696,73,8587
Mogi das Cruzes,75,1,3,2,14,0,0,3797,7711,437,50,11995
Duque de Caxias,471,3,4,3,7,0,1,676,1238,993,120,3027
Vila Velha,153,4,1,1,9,0,0,423,3763,605,63,4854
Ribeirão Preto,23,2,4,1,9,0,1,1964,6274,1210,88,9536
São Luís,486,2,3,4,14,1,0,2081,5323,1895,179,9478
Mogi das Cruzes,349,3,1,4,19,0,1,3733,6392,1119,121,11365
Jaboatão dos Guararapes,87,4,2,0,3,1,0,184,2056,1349,51,3640
Santo André,327,2,1,3,16,0,1,491,1773,101,96,2461
Maringá,177,1,2,2,10,1,1,1068,6485,439,74,8066
Macapá,414,2,4,0,17,1,0,4736,4467,1200,44,10447
Osasco,304,3,1,0,6,1,0,178,6152,1985,40,8355
Mogi das Cruzes,373,2,1,2,11,0,0,2822,7768,1300,21,11911
João Pessoa,203,1,2,1,9,0,0,3210,1569,958,149,5886
Ribeirão Preto,491,4,3,0,14,0,0,260,9147,323,156,9886
Ribeirão Preto,49,4,4,1,11,1,0,2420,1463,524,117,4524
Londrina,268,2,3,2,4,1,1,1378,3625,473,66,5542
João Pessoa,58,1,2,0,1,1,0,24,3720,1118,79,4941
Cuiabá,311,3,4,0,12,1,1,3465,594,1749,190,5998
Ananindeua,233,2,3,4,13,0,1,3135,872,226,85,4318
São Luís,427,2,2,1,16,0,1,3898,6989,428,45,11360
Vitória,216,4,3,1,14,0,0,4364,2359,1986,29,8738
Duque de Caxias,179,2,1,1,19,1,0,1733,7720,105,89,9647
Maringá,484,4,3,3,9,0,1,1882,5608,1418,128,9036
Campo Grande,222,2,4,3,1,1,1,3707,7066,1267,178,12218
São Luís,248,5,3,2,1,0,0,3554,3217,94,178,7043
Aparecida de Goiânia,221,3,1,2,10,1,0,52,2393,457,101,3003
Duque de Caxias,102,2,1,3,4,1,1,1679,8641,1035,142,11497
Piracicaba,431,2,2,1,4,0,1,2081,3116,1824,85,7106
Aracaju,425,4,1,1,14,1,0,3677,5828,1084,198,10787
Natal,59,4,4,1,15,1,0,695,5442,334,125,6596
Boa Vista,354,5,3,4,3,0,1,4746,9378,359,26,14509
Guarulhos,469,1,4,3,11,0,0,1729,7144,1505,45,10423
Santo André,342,3,4,4,18,1,1,2449,9014,61,181,11705
Vila Velha,169,5,2,0,6,1,0,3285,2767,567,87,6706
Brasília,26,5,4,2,6,1,0,460,8882,855,10,10207
Rio de Janeiro,285,1,3,4,19,0,0,553,1987,55,138,2733
Ananindeua,179,5,1,4,17,0,0,873,9532,338,97,10840
Florianópolis,112,5,1,1,3,0,0,4672,7977,430,64,13143
Maceió,25,5,1,4,9,1,0,1700,3474,1947,156,7277
Porto Alegre,294,4,1,1,4,1,0,2653,4038,909,84,7684
Montes Claros,235,5,2,0,7,1,0,1828,2315,1112,59,5314
João Pessoa,384,4,2,3,7,1,1,2703,9334,1347,28,13412
Campinas,339,3,3,3,12,1,0,4872,6341,1804,147,13164
Ananindeua,433,3,3,2,2,0,0,1978,4980,720,18,7696
Ananindeua,150,5,3,0,8,1,0,2812,9621,287,183,12903
Feira de Santana,315,4,2,3,0,1,1,10,7705,1145,134,8994
Jaboatão dos Guararapes,238,1,2,4,9,1,1,925,5824,1320,104,8173
Recife,36,1,2,4,9,1,1,4078,3633,460,152,8323
Florianópolis,314,1,4,2,12,0,0,3285,9061,1541,38,13925
Porto Alegre,135,1,4,1,2,0,0,1144,1609,745,36,3534
Macapá,282,5,4,1,15,1,0,3291,2557,1860,36,7744
Campo Grande,430,4,3,2,8,0,1,1011,7856,255,102,9224
Manaus,270,5,1,2,9,1,0,4394,8752,1614,13,14773
São Paulo,40,3,4,2,15,0,1,1658,8470,1865,129,12122
São Gonçalo,477,1,2,2,4,1,0,2451,7286,1644,129,11510
Caxias do Sul,291,5,4,0,1,1,0,4177,6590,1323,141,12231
São Luís,28,5,4,3,11,1,0,1959,5231,821,47,8058
Ananindeua,29,3,2,3,1,0,0,542,3676,525,122,4865
Osasco,377,4,1,4,6,1,0,4830,7548,1885,146,14409
Goiânia,288,5,2,2,9,0,0,4346,6059,0,145,10550
Cuiabá,363,2,1,3,9,1,1,4618,3481,568,42,8709
São Gonçalo,366,3,3,0,6,0,1,2558,2220,1617,81,6476
Mogi das Cruzes,123,4,2,4,12,0,1,3419,3418,853,132,7822
Porto Alegre,167,5,2,1,3,1,0,2208,5100,792,174,8274
Salvador,486,1,3,3,15,0,0,2430,9828,697,84,13039
Maceió,175,2,1,0,14,1,1,996,4892,1941,41,7870
Curitiba,97,4,4,3,0,1,0,4769,8017,705,126,13617
Fortaleza,311,4,4,3,13,1,0,2184,8665,523,161,11533
Osasco,186,3,3,1,13,0,1,2668,566,118,164,3516
Maceió,458,3,2,0,14,1,1,4874,7718,1731,38,14361
Sorocaba,435,2,1,1,19,0,1,4295,5295,406,65,10061
Osasco,314,3,2,0,5,1,1,1169,7487,1989,104,10749
Campinas,480,1,1,4,10,0,1,2820,3528,787,29,7164
Curitiba,288,4,2,3,2,1,0,1746,7313,22,67,9148
Maceió,92,3,4,3,1,1,1,4721,5661,472,140,10994
Caxias do Sul,451,4,4,2,12,0,0,1132,5702,1222,185,8241
Santo André,432,4,2,0,2,0,0,3887,5831,904,131,10753
Porto Alegre,119,2,3,4,2,1,1,4628,6746,642,60,12076
Joinville,358,3,1,2,15,0,0,3732,6396,441,195,10764
Santo André,277,2,2,3,1,1,0,2908,6576,112,108,9704
Recife,60,3,1,2,2,0,0,2787,9384,414,185,12770
São Luís,377,5,2,3,14,0,0,2565,6100,931,189,9785
Maceió,261,2,4,1,6,1,0,4684,4462,1822,11,10979
